vin,millesime,region,appellation,couleur,format,per,prix_unitaire,quantite,date,negociant,source,vin_clean
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,50.0,3,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,50.0,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240908,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240908,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240908,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240908,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,75.0,1,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,75.0,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,8,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240908,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240908,bordeaux_farr_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,3,20240817,mann_fine_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2000,Bordeaux,Pauillac,red,75cl,12.0,104.17,1,20240817,mann_fine_wine,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,,red,150cl,6.0,93.33,1.0,20240919,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20240919,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20240919,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,,red,75cl,6.0,59.0,10,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2016,Bordeaux,,red,37.5cl,24.0,33.25,1,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,1982,Bordeaux,,red,600cl,1.0,3560.0,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,,red,75cl,6.0,42.5,10,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,3.0,45.5,40,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2015,Bordeaux,,red,75cl,12.0,58.5,4,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2015,Bordeaux,,red,75cl,1.0,58.5,2,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,55.5,14,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,6.0,59.6,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,,red,75cl,12.0,61.5,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,,red,75cl,1.0,53.0,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,,red,150cl,6.0,117.0,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,150cl,6.0,121.0,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,600cl,1.0,468.0,2,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2016,Bordeaux,Pauillac,red,75cl,12.0,62.0,10,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2010,Bordeaux,,red,75cl,12.0,62.5,1,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,75cl,12.0,49.25,2,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,37.5cl,1.0,26.0,6,20240907,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2009,Bordeaux,,red,600cl,1.0,891.0,3,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,20,20240907,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20240826,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2019.0,Bordeaux,,red,75cl,6.0,42.0,5,20240826,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20240826,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,47.67,1,20240826,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,59.0,4,20240826,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20240826,cru_wine,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240907,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,50.0,3,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,50.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,75.0,1,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,75.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,12.0,18.5,5,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,1.0,18.5,0,20240907,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,600cl,1.0,500.0,2,20240907,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,32,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,18,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20240907,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,8,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,44.17,2,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,44.17,6,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,300cl,1.0,240.0,1,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,12.0,45.5,5,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,9,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,600cl,1.0,500.0,3,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,12.0,158.33,5,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,1.0,158.33,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,6.0,316.67,3,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,1.0,316.67,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20240907,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20240907,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,23.33,1,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,23.33,0,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20240907,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20240907,bordeaux_farr_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20241011,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20241011,lassemblage,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,,red,75cl,6.0,59.0,10,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2016,Bordeaux,,red,37.5cl,24.0,33.25,1,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,1982,Bordeaux,,red,600cl,1.0,3560.0,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,,red,75cl,6.0,42.5,10,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,3.0,45.5,40,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2015,Bordeaux,,red,75cl,12.0,58.5,4,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2015,Bordeaux,,red,75cl,1.0,58.5,2,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2009,Bordeaux,,red,75cl,12.0,98.5,1,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2009,Bordeaux,,red,150cl,6.0,250.0,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,55.5,14,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,6.0,59.6,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,,red,75cl,12.0,61.5,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,,red,75cl,1.0,53.0,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,,red,150cl,6.0,117.0,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,150cl,6.0,121.0,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,600cl,1.0,468.0,2,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2016,Bordeaux,Pauillac,red,75cl,12.0,62.0,10,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2010,Bordeaux,,red,75cl,12.0,62.5,1,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,75cl,12.0,49.25,2,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,37.5cl,1.0,26.0,6,20241006,grand_wine_merchant,,grand puy lacoste
GRAND PUY LACOSTE,2009,Bordeaux,,red,600cl,1.0,891.0,3,20241006,grand_wine_merchant,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,20,20241006,grand_wine_merchant,,grand puy lacoste
Château Grand Puy Lacoste,1996,BORDEAUX,Pauillac,red,75cl,12.0,124.58,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2000,BORDEAUX,Pauillac,red,75cl,12.0,104.17,8,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2004,BORDEAUX,Pauillac,red,75cl,12.0,50.0,3,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2005,BORDEAUX,Pauillac,red,75cl,12.0,81.67,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2008,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2009,BORDEAUX,Pauillac,red,75cl,12.0,71.67,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2014,BORDEAUX,Pauillac,red,75cl,6.0,40.0,2,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2016,BORDEAUX,Pauillac,red,75cl,12.0,51.67,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2017,BORDEAUX,Pauillac,red,75cl,12.0,46.67,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2018,BORDEAUX,Pauillac,red,75cl,12.0,43.33,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,500cl,1.0,495.0,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,75cl,12.0,43.33,2,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2019,BORDEAUX,Pauillac,red,150cl,6.0,100.0,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2020,BORDEAUX,Pauillac,red,75cl,12.0,41.25,1,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2022,BORDEAUX,Pauillac,red,75cl,6.0,59.5,8,20241031,richard_kihl,,grand puy lacoste
Château Grand Puy Lacoste,2023,BORDEAUX,Pauillac,red,75cl,6.0,45.5,0,20241031,richard_kihl,,grand puy lacoste
Grand Puy Lacoste,2022, Bordeaux,,red,75cl,6.0,59.67,1,20241008,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2021, Bordeaux,,red,75cl,6.0,50.0,3,20241008,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2020, Bordeaux,,red,75cl,6.0,48.33,13,20241008,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2005, Bordeaux,,red,75cl,12.0,78.33,2,20241008,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1995, Bordeaux,,red,75cl,12.0,112.5,1,20241008,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1988, Bordeaux,,red,150cl,6.0,141.67,1,20241008,albany_vintners,,grand puy lacoste
Lacoste Borie  (2nd wine of Grand Puy Lacoste),2010, Bordeaux,,red,75cl,12.0,24.17,3,20241008,albany_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20240902,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20240902,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,42.5,11,20240904,ditton_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,3,20240816,mann_fine_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2000,Bordeaux,Pauillac,red,75cl,12.0,104.17,1,20240816,mann_fine_wine,,grand puy lacoste
Lacoste-Borie,2016,Bordeaux,Pauillac,red,75cl,6.0,30.0,10,20240929,decorum_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2017,Bordeaux,Pauillac,red,75cl,6.0,50.0,1,20240929,decorum_vintners,,grand puy lacoste
Lacoste-Borie,2018,Bordeaux,Pauillac,red,75cl,6.0,22.5,9,20240929,decorum_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,59.5,4,20240929,decorum_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2021,Bordeaux,Pauillac,red,75cl,6.0,52.0,1,20240929,decorum_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,50.0,3,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,50.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,12.0,158.33,5,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,1.0,158.33,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,6.0,316.67,3,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,1.0,316.67,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,23.33,1,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,23.33,0,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,12.0,18.5,5,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,1.0,18.5,0,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,75.0,1,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,75.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,600cl,1.0,500.0,2,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,8,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,44.17,2,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,44.17,6,20240906,bordeaux_farr_vintners,,grand puy lacoste
